APA Tenant,HasPay,Segment,Industry,Sub Industry,ERP,Medius Territory,Sum of Employees,Capture License Type,Sum of APA License utilization,AP Automation,Sum of ACV (USD),Sum of Number of Locations,ActivatedModules,ActiveSubsidiaries,ActiveUsers,AvgCommentsPerDocument,AvgCompletedTasksPerWeek,AvgInvoicesPerMonth,AvgLinesPerInvoice,AvgOverdueDays,DistinctLanguages,AvgTimeToCompleteTask,TotalArchivedInvoices,OverdueInvoiceCount,MinInvoiceDate,RootCompanyCreatedTimestamp,Account Description
smekab,0,Mid-Market,Construction,Civil Engineering Construction,MS Dynamics 365 for Fi&Op,Medius Sweden,62.0,RSO Bulk,85.0,True,20961.99,1.0,8,3,25,1.656133829,940.326923,464.076923,2.910773849,12.533807,3,1.229499,5967,281,4/11/2018 8:35,3/25/2018 7:30,"Smekab Citylife blir varumärket som representerar Saferoad Smekab AB och är sprunget ur SMEKAB AB, grundat 1961. Smekab Citylife lanseras under Elmia Park i Jönköping, 26-28 september, 2017. Smekab Citylifes erbjudande består av produkter och lösningar f"
smf,0,Mid-Market,Construction,Commercial & Residential Construction,Visma Business,Medius Sweden,7.0,Medius Capture,76.0,True,11947.52,1.0,10,13,92,1.665382764,1526.518518,600.76923,1.0001294,12.363036,2,0.989735,7679,606,4/23/2015 11:28,2/25/2015 14:24,"Mr Sverige AB is a company that operates in the Construction industry. It employs 6-10 people and has $1M-$5M of revenue. The company is headquartered in Enköping, Uppsala Län, Sweden."
smi,0,Enterprise,Manufacturing - Non-Durables,Food & Beverage,Infor M3,Medius Sweden,7523.0,Medius Capture,66.0,True,14177.66,6.0,9,2,74,1.154117647,1691.203703,526.692307,1.537850948,4.065891,2,0.635636,6629,258,6/8/2020 9:09,6/19/2019 10:19,"Tillverkningsindustri, diverse annan, Bj?rnkl?der jobbar ocks? med standardprisaavikelsen!!!"
smile,0,Mid-Market,Hospitals / Health Care,'-,MS Dynamics 365 for Fi&Op,Medius Sweden,518.0,Medius Capture,87.0,True,29321.15,1.0,5,7,1158,1.77064619,7274.611111,3126.923076,1.047098381,33.04371,2,1.909539,39299,3752,12/23/2022 9:44,10/13/2022 11:28,"Med 60 kliniker i Sverige från Kiruna i norr till Trelleborg i söder är vi en av Sveriges ledande tandvårdskedjor. Hos oss finns allmäntandläkare, tandhygienister, tandsköterskor och branschledande specialister inom samtliga odontologiska områden - allt"
smiledoctors,0,Mid-Market,Hospitals / Health Care,Dental Offices,Sage Intacct,Medius North America,1946.0,Medius Capture,67.0,True,242499.96,16.0,15,2,4182,1.789422443,29118.08333,15349.66667,3.329365375,44.425533,2,4.134251,127776,39407,7/8/2024 13:51,2/13/2024 15:31,"Headquartered in Dallas, Texas, Smile Doctors, LLC, is the largest ortho-focused dental support organization (OSO) in the U.S., redefining patient care one smile at a time. With convenient locations in 27 states, Smile Doctors has a rich history of devel"
snowsoftware,0,Mid-Market,Professional Services,'-,Custom ERP,Medius Sweden,720.0,Medius Capture,0.0,False,2835.0,2.0,10,48,1288,,,,1.0,20.443534,3,,0,0,5/4/2018 14:26,4/11/2018 4:20,'-
soderbergpartners,0,Enterprise,Financial Services,'-,Jeeves,Medius Sweden,1792.0,Medius Capture,65.0,True,67216.53,3.0,7,239,2622,1.642575558,9649.365853,4273.5,1.006121248,16.282411,3,2.70984,36057,8261,6/5/2024 6:16,3/27/2024 12:12,Söderberg & Partners was founded in 2004 and is today a leading non-bank provider of wealth management and corporate insurance services in the Nordic region and the Netherlands. Söderberg & Partners has in 1 years achieved a market leading positi
solorbioenergi,0,Mid-Market,'-,'-,'-,Medius Sweden,288.0,Medius Capture,62.0,True,10465.23,2.0,9,20,186,1.418913787,6909.129629,3012.692307,1.577048923,25.131901,2,1.302232,37519,2934,1/3/2024 10:06,11/14/2023 13:01,'-
sophiahemmet,0,Mid-Market,Hospitals / Health Care,'-,Visma.net,Medius Sweden,812.0,Medius Capture,101.0,True,2325.61,1.0,8,4,99,1.54605444,1614.296296,726.76923,1.513920241,18.704225,2,1.565439,9241,639,1/4/2024 8:50,11/15/2023 9:07,"Sophiahemmet University is a company that operates in the Education industry. It employs 501-1,000 people and has $50M-$100M of revenue. The company is headquartered in Stockholm, Sweden."
southwind,1,Mid-Market,Consumer Products,Cleaning Services,Oracle NetSuite,Medius North America,1000.0,Medius Capture,263.0,True,38716.92,1.0,10,29,91,1.416801292,3009.541666,1368.0,1.0,15.312981,3,0.738876,7674,1687,10/2/2024 15:35,5/14/2024 19:21,"In 2007, Southwind started its first 1-800-GOT-JUNK? business in Kansas City, MO. Now lead by two young entrepreneurs, Tyler Staszak & Josh Herron. Both Tyler & Josh had worked for others as employees and saw the massive opportunity for exception"
sovosbrands,0,Mid-Market,Manufacturing - Non-Durables,Food & Beverage,MS Dynamics 365 Business Central; MS Dynamics NAV,Medius North America,751.0,Medius Capture,57.0,True,70019.4,2.0,7,6,182,1.68272371,5240.259259,2771.230769,1.285334781,21.905107,2,1.585091,34084,7166,7/18/2022 20:28,3/17/2022 16:14,Sovos Brands 131 Wilding Lane
sparck,0,Mid-Market,Professional Services,Research & Development,MS Dynamics 365 for Fi&Op,Medius Benelux,290.0,Medius Capture,47.0,True,25182.62,1.0,7,2,70,1.168067227,1798.094339,871.923076,1.602254428,32.637758,1,1.274369,9456,1499,5/31/2023 11:14,1/13/2023 10:57,"The history of Sparck Technologies (previously known as Packaging by Quadient) begins in 1924 when HaDeWe was founded in Drachten. From day one, the emphasis has been on innovation and the development of high-tech solutions that facilitate life for other"
specialfruit,0,Mid-Market,Retail,Grocery Retail,MS Dynamics 365 Business Central,Medius Benelux,135.0,Medius Capture,2.0,True,68235.52,2.0,8,3,55,1.0,185.222222,76.285714,1.379770992,42.154696,1,1.174009,500,181,9/4/2024 12:18,9/6/2023 10:16,"Special Fruit nv is a company that operates in the Food & Beverages industry. It employs 251-500 people and has $25M-$50M of revenue. The company is headquartered in Meer, Belgium."
spendrups,0,Mid-Market,Retail,Grocery Retail,Infor M3,Medius Sweden,633.0,Medius Capture,95.0,True,50258.88,2.0,7,8,334,1.68278546,10475.57407,4500.076923,2.242181907,20.335091,2,1.586902,56881,5309,12/5/2023 8:34,8/11/2023 7:21,"Spendrups Bryggeri is a family-owned and independent brewery and beverage group in Sweden. It produces, imports, distributes and sells beverages to the Swedish restaurants, Systembolaget, the monopoly retail chain and the grocery trade. Its beverage port"
spg,1,Mid-Market,Retail,Home Improvement & Hardware Retail,Infor M3,Medius Sweden,272.0,Medius Capture,78.0,True,25213.4,1.0,8,4,57,1.176,1804.518518,798.076923,1.437481812,15.070707,2,0.991317,10151,495,1/29/2021 14:31,11/16/2020 8:43,"Sigma Polymer Group is a company that operates in the Plastics industry. It employs 251-500 people and has $5M-$10M of revenue. The company is headquartered in Orebro, OErebro, Sweden."
spirablommor,0,Mid-Market,Professional Services,Custom Software & IT Services,Visma.net,Medius Sweden,44.0,Medius Capture,79.0,True,9524.47,2.0,5,3,27,1.407867495,662.296296,316.846153,2.263468635,24.688995,3,1.366444,3914,209,1/18/2021 8:45,8/27/2020 13:09,"Saba Trading AB is a company that operates in the Food & Beverages industry. It employs 51-100 people and has $10M-$25M of revenue. The company is headquartered in Helsingborg, Skane, Sweden."
spolargruppen,0,Mid-Market,Professional Services,Facilities Management & Commercial Cleaning,Visma.net,Medius Sweden,72.0,Medius Capture,57.0,True,10698.86,2.0,8,11,123,1.441570298,4224.648148,1633.153846,1.518657247,6.054654,3,0.891491,20530,1665,1/8/2024 7:43,12/11/2023 10:11,"Extra resurser för att hlla avloppen igng! I svra tider r det nnu viktigare med ett fungerande och rent avlopp. Sknska Högtrycksspolarna AB r ett vlrenommerat fullserviceföretag inom avlopp och anlitas av kvalitetsmedvetna fastighetsbolag, bostadsrttsför"
sportech,1,Mid-Market,Manufacturing - Non-Durables,"Plastic, Packaging & Containers",Epicor,Medius North America,350.0,Medius Capture,57.0,True,86000.04,3.0,10,2,44,1.756120236,4049.439024,2022.8,1.542766579,51.869763,1,1.909965,18039,1313,6/6/2024 13:34,8/28/2023 18:53,"Sportech is a manufacturer of vehicle cab enclosures, windshields, and associated styling elements. Sportech is based in Elk River, Minnesota."
sprague,0,Enterprise,Energy / Utilities,"Electricity, Oil & Gas",N/A; Oracle JD Edwards EnterpriseOne,Medius North America,757.0,Medius Capture,61.0,True,100929.96,17.0,9,3,307,1.454814349,7343.018518,3504.923076,1.007981526,14.97221,2,1.060133,43073,25369,10/22/2018 18:07,12/15/2016 5:23,Sprague owns and operates a network of 15 refined products and materials handling terminals with a combined storage capacity of ~8.3 million barrels for refined products and ~1.5 million square feet of materials handling capacity. The company's refin
sps,0,Mid-Market,Manufacturing - Non-Durables,Pharmaceuticals,Infor M3,Medius Sweden,264.0,Medius Capture,59.0,True,13349.45,2.0,6,2,67,1.330445497,1082.136363,424.727272,1.067538593,26.16849,2,1.365458,4445,457,5/18/2024 9:36,7/8/2022 13:50,"QPharma is a contract developer and manufacturer of pharmaceuticals, based in Malmö in southern Sweden. For more than 40 years, our manufacturing plant and development labs have successfully met both national, EU and FDA inspections. Our 150 employees se"
ssab,0,Enterprise,Construction,Building Materials,Profit Tool / SAP,Medius Sweden,14496.0,Medius Capture,9.0,True,143252.55,13.0,8,22,4095,1.342237062,16653.8,6677.0,1.000224618,36.050724,1,0.491456,13353,138,6/27/2024 13:42,6/5/2024 10:42,"Headquartered in Stockholm, Sweden, SSAB AB is a manufacturing company that is specialised in processing raw material to steel."
ssea,0,Mid-Market,'-,'-,Visma.net,Medius Sweden,288.0,Medius Capture,46.0,True,3180.25,2.0,5,2,97,1.552329507,1331.574074,529.615384,1.454891623,31.594771,3,2.67562,6761,918,5/4/2022 11:18,3/18/2022 9:22,'-
ssg,0,Mid-Market,Higher Education,Training,Briljant; MS Dynamics NAV; Pyramid,Medius Sweden,744.0,Medius Capture,86.0,True,16074.45,1.0,6,2,83,2.435930736,2980.777777,1197.76923,1.003423109,8.797488,3,0.86867,15332,637,10/15/2020 8:29,9/15/2020 7:21,"SSG er markedsledende inden for skadeservice, industri- og ejendomsservice i Norden. Vi er grundlagt i Danmark i 1993, og er i dag en af markedets bedste til at vedligeholde bygningsaktiver, forebygge og minimere skader, samt redde værdier.I løbet af de"
ssid,0,Mid-Market,Pharmaceuticals,Pharmaceuticals,'-,Medius Denmark,115.0,Medius Capture,67.0,True,26394.07,1.0,9,4,53,,,,,20.443534,1,,0,0,,9/19/2024 7:50,"SSI Diagnostica was previously an independent business unit under Statens Serum Institut (SSI) in Denmark, a public enterprise under the Danish Ministry of Health. SSI Diagnostica is a leading Nordic based manufacturer and distributor of in vitro diagnos"
stallning,0,Mid-Market,'-,'-,Visma Business,Medius Sweden,288.0,'-,67.0,True,13792.29,2.0,10,6,88,2.015909091,1504.518518,571.923076,2.854676455,14.941926,3,1.360244,7087,706,4/13/2023 7:23,3/12/2021 7:00,'-
stallning,0,Mid-Market,Retail,Home Improvement & Hardware Retail,Visma Business,Medius Sweden,19.0,'-,78.0,False,0.0,1.0,10,6,88,2.015909091,1504.518518,571.923076,2.854676455,14.941926,3,1.360244,7087,706,4/13/2023 7:23,3/12/2021 7:00,"Skra och lttbyggda stllningar till oslagbara priser. Vi stvar alltid efter att ha vlfyllda lager och alla stllningar hemma p lager vilket möjliggör snabba leveranser. Vi sljer byggnadsstllningar för bde inom- och utomhusbruk, stort som litet, alltid med"
stanleystella,0,Mid-Market,Retail,Apparel & Accessories Retail,Infor M3 Multi-Tenant Cloud,Medius Benelux,131.0,Medius Capture,59.0,True,25417.11,1.0,7,3,258,1.665853659,1233.75,469.375,1.357562801,26.715392,1,2.211087,3279,1936,8/5/2024 8:31,3/28/2024 10:48,"Stanley & Stella is located in Brussels, Belgium where they produce and provide print-ready apparel to retail brands around the world."
staples,0,Mid-Market,Retail,Office Products Retail & Distribution,SAP,Medius Sweden,11.0,Medius Capture,67.0,True,147099.08,1.0,9,4,271,1.90939441,18517.98148,11507.0,4.764513024,20.037947,4,2.390472,146243,7853,3/16/2020 9:36,11/15/2019 6:07,"Lyreco Sverige Ab is a company that operates in the Mechanical or Industrial Engineering industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Bankeryd, Sweden."
steinindustries,0,Mid-Market,Manufacturing - Non-Durables,Household Goods,MS Dynamics 365 for Fi&Op,Medius North America,114.0,Medius Capture,68.0,True,35000.04,5.0,7,6,59,1.440930233,2251.462962,1128.076923,2.651860078,14.702184,1,0.712442,13542,3754,4/5/2021 14:20,7/30/2020 21:42,"Stein Industries was founded in 1907 by William Stein in Rice Lake, WI. The company's early years were spent in the hide and fur industry, trading with the Native Americans and trappers from Wisconsin and northern Minnesota. Today Stein Industries In"
stellaandchewys,0,Mid-Market,Manufacturing - Non-Durables,Pet Products,MS Dynamics 365 for Fi&Op,Medius North America,573.0,Medius Capture,71.0,True,42000.0,2.0,7,2,84,2.049400654,2543.185185,1188.846153,1.823056123,21.416585,1,1.238678,14119,2062,1/17/2022 14:10,8/9/2021 12:23,"Stella & Chewy's LLC founded in 2003 and headquartered in Oak Creek, Wisconsin, produces and markets food products for dogs and cats. The company offers beef, chicken, duck, lamb, rabbit, herring and tuna, salmon and cod, and turkey products, as"
stena,0,Mid-Market,Energy / Utilities,"Waste Treatment, Environmental Services & Recycling",Oracle JD Edwards EnterpriseOne,Medius Sweden,641.0,Medius Capture,0.0,False,7597.8,3.0,8,2,96,1.262948207,1947.214285,886.0,1.640062598,38.651685,3,2.154973,2895,267,5/18/2016 11:45,4/4/2016 8:08,Envac AB is one of the leading environmental technology companies in Sweden and the global leader in the vacuum waste collection industry. Envac invented the vacuum waste system in 1961 and today the systems are in operation all over the world - in resid
stenaline,0,Mid-Market,Logistics / Transportation,Marine Shipping & Transportation,Oracle JD Edwards EnterpriseOne,Medius Sweden,748.0,Medius Capture,94.0,True,336993.52,1.0,16,16,1718,1.52027027,28799.96296,13228.61538,2.934406654,30.433247,6,1.839825,166242,33115,10/18/2023 6:08,3/28/2023 9:41,"Stena Lines is a company that operates in the Leisure, Travel & Tourism industry. It employs 501-1,000 people and has $50M-$100M of revenue. The company is headquartered in Trelleborg, Sweden."
stenbergs,0,Mid-Market,Retail,Sporting & Recreational Equipment Retail,Jeeves,Medius Sweden,64.0,Medius Capture,75.0,True,15125.29,1.0,8,2,33,1.235337243,1119.018867,483.923076,1.971808166,19.938461,2,0.816857,6018,325,10/5/2015 12:09,4/21/2015 16:58,Vi presenterar nu vrat event Open Possibilities i digital form! Se demokörningar och presentationer i professionellt filmat material. Vi presenterar vran helt nya satsning - Stenbergs Akademien. Dessutom kan du se ett urval av Okumas smarta funktioner sa
stillfrontgroup,0,Mid-Market,Computer Software,'-,'-,Medius Sweden,1355.0,Medius Capture,67.0,True,0.0,1.0,3,2,127,1.545945946,432.5,102.8,2.110894942,10.212598,1,2.092295,429,127,11/25/2024 15:59,11/7/2024 19:26,Stillfront is a leading free-to-play powerhouse of gaming studios. Our diverse and exciting games portfolio has two common themes; loyal users and long lifecycle games. Organic growth and carefully selected and executed acquisitions embody our growth str
stjohn,0,Mid-Market,Hospitals / Health Care,Ambulance Services,MS Dynamics 365 for Fi&Op,Medius Australia,3837.0,'-,77.0,False,91911.78,2.0,8,2,1552,1.742723105,19305.16667,7547.692307,2.167619545,35.802011,2,3.739834,92354,15415,6/30/2019 23:16,4/17/2019 4:12,"St John is at the frontline of medical response providing Ambulance Services throughout New Zealand. It has existed in New Zealand since 1885 and is part of a global organization known as the Order of St John, which is active in more than 40 countries."
storskogen,0,Mid-Market,Construction,Commercial & Residential Construction,Visma.net,Medius Sweden,20.0,Medius Capture,37.0,True,2592.83,1.0,8,2,37,2.139018692,1441.685185,591.384615,1.001311475,6.934939,3,0.906385,7481,415,1/3/2019 10:15,10/25/2018 10:32,"Tunga Lyft AB is a company that operates in the Civil Engineering industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Arloev, Skane, Sweden."
storytel,0,Mid-Market,Broadcast Media,Publishing,Oracle NetSuite,Medius Sweden,629.0,Medius Capture,24.0,True,99046.2,2.0,12,16,236,1.768008949,2406.462962,936.307692,2.523106928,41.369891,3,1.617056,10752,1468,3/28/2022 9:24,10/19/2021 7:43,"Storytel, founded in 2005 and headquartered in Stockholm, Sweden, is one of the world’s leading audiobook and ebook streaming services and offers unlimited listening to consumers. Storytel is a digital platform provider as well as a comprehensive publish"
